AnalysisID,Timestamp,Status,Jsc(mA/cm2),Voc(V),FF,PCE(%),Rs(ohm.cm2),Rsh(ohm.cm2),n
ana_1769504387545,2026-01-27T08:59:47.435430,VALID,23700.0000,0.8245,3.4033,66500.00,838.1304,131649166.69,4.9997
